0,71,{}
0,137,{}
0,169,{}
0,213,{}
0,288,{}
0,293,{}
0,301,{}
0,304,{}
0,309,{}
1,8,{}
1,27,{}
1,135,{}
1,186,{}
1,191,{}
1,193,{}
1,237,{}
1,265,{}
1,302,{}
2,23,{}
2,44,{}
2,54,{}
2,109,{}
2,178,{}
2,190,{}
2,195,{}
2,202,{}
2,210,{}
2,280,{}
2,298,{}
2,302,{}
2,304,{}
2,308,{}
3,8,{}
3,26,{}
3,107,{}
3,153,{}
3,183,{}
3,200,{}
3,202,{}
3,265,{}
4,37,{}
4,62,{}
4,64,{}
4,84,{}
4,100,{}
4,129,{}
4,162,{}
4,178,{}
4,190,{}
4,195,{}
4,200,{}
4,228,{}
4,242,{}
4,259,{}
4,286,{}
4,288,{}
5,7,{}
5,28,{}
5,125,{}
5,146,{}
5,178,{}
5,187,{}
5,192,{}
5,267,{}
6,9,{}
6,17,{}
6,21,{}
6,46,{}
6,47,{}
6,65,{}
6,96,{}
6,170,{}
6,243,{}
6,267,{}
7,27,{}
7,72,{}
7,88,{}
7,101,{}
7,109,{}
7,134,{}
7,172,{}
7,183,{}
7,297,{}
7,304,{}
8,29,{}
8,32,{}
8,44,{}
8,84,{}
8,118,{}
8,174,{}
8,185,{}
8,188,{}
8,198,{}
8,213,{}
8,237,{}
8,243,{}
8,276,{}
9,83,{}
9,128,{}
9,137,{}
9,245,{}
10,13,{}
10,31,{}
10,62,{}
10,117,{}
10,141,{}
10,199,{}
10,244,{}
10,262,{}
10,280,{}
11,57,{}
11,96,{}
11,151,{}
11,164,{}
11,168,{}
11,180,{}
11,228,{}
11,259,{}
12,41,{}
12,61,{}
12,63,{}
12,148,{}
12,157,{}
12,185,{}
12,255,{}
12,269,{}
12,288,{}
12,312,{}
13,60,{}
13,109,{}
13,113,{}
13,130,{}
13,137,{}
13,156,{}
13,171,{}
13,174,{}
13,229,{}
13,273,{}
13,276,{}
13,298,{}
14,62,{}
14,89,{}
14,107,{}
14,117,{}
14,120,{}
14,160,{}
14,165,{}
14,168,{}
14,206,{}
14,215,{}
14,230,{}
14,251,{}
14,297,{}
15,87,{}
15,89,{}
15,114,{}
15,154,{}
15,248,{}
15,257,{}
15,269,{}
15,279,{}
16,134,{}
16,156,{}
16,175,{}
16,197,{}
16,200,{}
17,21,{}
17,84,{}
17,117,{}
17,144,{}
17,215,{}
17,274,{}
18,86,{}
18,108,{}
18,110,{}
18,120,{}
18,124,{}
18,139,{}
18,170,{}
18,178,{}
18,219,{}
18,228,{}
18,266,{}
18,309,{}
19,144,{}
19,201,{}
19,231,{}
19,242,{}
19,254,{}
20,38,{}
20,124,{}
20,165,{}
20,238,{}
20,255,{}
20,277,{}
20,303,{}
20,305,{}
21,40,{}
21,47,{}
21,56,{}
21,89,{}
21,91,{}
21,153,{}
21,200,{}
21,217,{}
21,267,{}
21,298,{}
22,203,{}
22,210,{}
22,221,{}
22,229,{}
22,236,{}
22,279,{}
22,280,{}
22,307,{}
23,106,{}
23,130,{}
23,132,{}
23,149,{}
23,151,{}
23,165,{}
23,236,{}
24,119,{}
24,181,{}
24,192,{}
24,206,{}
24,261,{}
24,287,{}
24,292,{}
25,37,{}
25,118,{}
25,126,{}
25,153,{}
25,191,{}
25,192,{}
25,216,{}
25,238,{}
25,278,{}
25,294,{}
25,301,{}
26,60,{}
26,68,{}
26,105,{}
26,107,{}
26,124,{}
26,126,{}
26,139,{}
26,150,{}
26,190,{}
26,206,{}
26,280,{}
27,28,{}
27,38,{}
27,74,{}
27,98,{}
27,121,{}
27,162,{}
27,183,{}
27,242,{}
27,275,{}
27,276,{}
27,286,{}
27,304,{}
28,50,{}
28,86,{}
28,87,{}
28,102,{}
28,109,{}
28,113,{}
28,170,{}
28,188,{}
28,191,{}
28,253,{}
28,261,{}
28,314,{}
29,55,{}
29,72,{}
29,98,{}
29,186,{}
29,225,{}
29,258,{}
30,43,{}
30,65,{}
30,125,{}
30,138,{}
30,176,{}
30,194,{}
30,244,{}
30,286,{}
31,47,{}
31,171,{}
31,269,{}
32,55,{}
32,75,{}
32,98,{}
32,203,{}
32,215,{}
32,231,{}
32,237,{}
32,280,{}
33,36,{}
33,61,{}
33,105,{}
33,161,{}
33,172,{}
33,191,{}
33,211,{}
33,237,{}
33,247,{}
33,282,{}
33,314,{}
34,53,{}
34,78,{}
34,96,{}
34,114,{}
34,123,{}
34,124,{}
34,143,{}
34,200,{}
34,202,{}
34,222,{}
34,228,{}
34,235,{}
34,266,{}
34,272,{}
34,276,{}
34,302,{}
35,83,{}
35,119,{}
35,123,{}
35,147,{}
35,222,{}
35,305,{}
36,109,{}
36,158,{}
36,182,{}
36,244,{}
36,285,{}
36,291,{}
36,293,{}
36,312,{}
37,96,{}
37,130,{}
37,131,{}
37,136,{}
37,164,{}
37,286,{}
37,294,{}
38,40,{}
38,120,{}
38,143,{}
38,176,{}
38,242,{}
39,112,{}
39,125,{}
39,127,{}
39,228,{}
39,234,{}
39,271,{}
39,286,{}
39,291,{}
40,52,{}
40,53,{}
40,73,{}
40,172,{}
40,173,{}
40,180,{}
40,203,{}
40,209,{}
40,234,{}
40,245,{}
40,264,{}
40,273,{}
40,279,{}
40,292,{}
40,293,{}
41,128,{}
41,170,{}
41,179,{}
41,207,{}
41,254,{}
41,293,{}
42,51,{}
42,95,{}
42,147,{}
42,152,{}
42,177,{}
42,191,{}
42,214,{}
43,57,{}
43,99,{}
43,149,{}
43,183,{}
44,45,{}
44,47,{}
44,111,{}
44,115,{}
44,135,{}
44,141,{}
44,146,{}
44,154,{}
44,174,{}
44,187,{}
44,224,{}
44,266,{}
44,294,{}
45,72,{}
45,101,{}
45,113,{}
45,159,{}
45,178,{}
45,205,{}
45,247,{}
45,264,{}
45,275,{}
45,306,{}
45,312,{}
46,47,{}
46,48,{}
46,203,{}
46,214,{}
46,274,{}
46,276,{}
46,278,{}
46,297,{}
47,76,{}
47,92,{}
47,124,{}
47,131,{}
47,196,{}
47,280,{}
47,290,{}
47,312,{}
48,57,{}
48,84,{}
48,111,{}
48,147,{}
48,235,{}
49,86,{}
49,97,{}
49,101,{}
49,156,{}
49,165,{}
49,173,{}
49,201,{}
49,272,{}
49,282,{}
49,311,{}
50,91,{}
50,136,{}
50,203,{}
50,256,{}
50,287,{}
50,291,{}
51,61,{}
51,142,{}
51,163,{}
51,175,{}
51,178,{}
51,193,{}
51,196,{}
51,224,{}
51,281,{}
51,299,{}
52,72,{}
52,103,{}
52,113,{}
52,154,{}
52,168,{}
52,179,{}
52,180,{}
52,232,{}
52,247,{}
52,279,{}
52,287,{}
52,299,{}
53,85,{}
53,87,{}
53,98,{}
53,152,{}
53,155,{}
53,163,{}
53,173,{}
53,183,{}
53,184,{}
53,217,{}
53,302,{}
54,105,{}
54,114,{}
54,159,{}
54,196,{}
54,207,{}
54,212,{}
54,222,{}
54,227,{}
54,241,{}
54,246,{}
54,292,{}
54,298,{}
55,103,{}
55,139,{}
55,152,{}
55,236,{}
55,245,{}
55,265,{}
55,272,{}
56,121,{}
56,147,{}
56,151,{}
56,214,{}
56,302,{}
57,107,{}
57,117,{}
57,153,{}
57,171,{}
57,177,{}
57,256,{}
57,273,{}
57,307,{}
58,96,{}
58,103,{}
58,191,{}
58,217,{}
58,219,{}
58,294,{}
58,298,{}
58,313,{}
59,72,{}
59,84,{}
59,86,{}
59,211,{}
59,252,{}
60,80,{}
60,126,{}
60,209,{}
60,238,{}
60,280,{}
60,302,{}
61,123,{}
61,169,{}
61,225,{}
61,226,{}
61,269,{}
61,270,{}
61,273,{}
61,296,{}
62,169,{}
62,266,{}
62,286,{}
62,312,{}
63,64,{}
63,71,{}
63,101,{}
63,114,{}
63,125,{}
63,149,{}
63,164,{}
63,172,{}
63,231,{}
63,310,{}
64,151,{}
64,159,{}
64,205,{}
64,277,{}
64,308,{}
65,79,{}
65,82,{}
65,163,{}
65,175,{}
65,220,{}
65,241,{}
65,276,{}
65,302,{}
65,306,{}
65,313,{}
66,90,{}
66,120,{}
66,125,{}
66,197,{}
66,208,{}
66,255,{}
67,96,{}
67,127,{}
67,146,{}
67,161,{}
67,199,{}
67,210,{}
67,216,{}
67,244,{}
67,276,{}
67,281,{}
67,282,{}
68,115,{}
68,146,{}
68,149,{}
68,231,{}
68,238,{}
68,298,{}
69,128,{}
69,193,{}
69,196,{}
69,210,{}
